Order_ID,Order_Date,Customer_ID,Product,Category,Quantity,Price,City,,,
1045,2025-06-19,C110,Laptop,Electronics,5,60000,Mumbai,,,
1046,2025-12-09,C163,Keyboard,Accessories,2,1800,Hyderabad,,,
1047,2025-10-20,C174,Tablet,Electronics,4,22000,Mumbai,,,
1048,2025-07-28,C125,Webcam,Accessories,1,3500,Chennai,,,
1049,2025-07-01,C155,Headphones,Accessories,4,2500,Bangalore,,,
1050,2025-12-11,C113,Laptop,Electronics,1,60000,Bangalore,,,
1051,2025-02-25,C132,Mouse,Accessories,2,800,Mumbai,,,
1052,2025-08-18,C118,Office Chair,Furniture,4,12000,Mumbai,,,
1053,2025-08-25,C132,Keyboard,Accessories,1,1800,Bangalore,,,
1054,2025-02-20,C107,Office Chair,Furniture,5,12000,Kolkata,,,
1055,2025-02-17,C131,Laptop,Electronics,2,60000,Bangalore,,,
1056,2025-09-04,C128,Webcam,Accessories,4,3500,Chennai,,,
1057,2025-07-14,C101,Tablet,Electronics,4,22000,Delhi,,,
1058,2025-05-27,C155,Webcam,Accessories,5,3500,Pune,,,
1059,2025-03-21,C125,Webcam,Accessories,3,3500,Mumbai,,,
1060,2025-10-24,C170,Laptop,Electronics,1,60000,Pune,,,
1061,2025-01-30,C107,Mouse,Accessories,5,800,Bangalore,,,
1062,2025-09-29,C121,Office Chair,Furniture,1,12000,Hyderabad,,,
1063,2025-04-06,C109,Phone,Electronics,5,30000,Chennai,,,
1064,2025-07-26,C116,Monitor,Electronics,5,15000,Mumbai,,,
1065,2025-11-01,C106,Desk,Furniture,5,9000,Chennai,,,
1066,2025-12-03,C175,Headphones,Accessories,5,2500,Hyderabad,,,
1067,2025-05-14,C127,Mouse,Accessories,3,800,Mumbai,,,
1068,2025-07-22,C117,Keyboard,Accessories,3,1800,Bangalore,,,
1069,2025-02-07,C102,Mouse,Accessories,4,800,Hyderabad,,,
1070,2025-02-21,C110,Desk,Furniture,5,9000,Mumbai,,,
1071,2025-05-16,C117,Office Chair,Furniture,3,12000,Chennai,,,
1072,2025-07-09,C137,Monitor,Electronics,2,15000,Bangalore,,,
1073,2025-12-27,C139,Office Chair,Furniture,5,12000,Kolkata,,,
1074,2025-01-05,C171,Office Chair,Furniture,3,12000,Pune,,,
1075,2025-03-10,C134,Phone,Electronics,1,30000,Chennai,,,
1076,2025-03-21,C135,Office Chair,Furniture,3,12000,Hyderabad,,,
1077,2025-06-25,C127,Monitor,Electronics,3,15000,Hyderabad,,,
1078,2025-05-09,C107,Webcam,Accessories,1,3500,Pune,,,
1079,2025-05-22,C106,Headphones,Accessories,1,2500,Delhi,,,
1080,2025-11-23,C134,Tablet,Electronics,2,22000,Pune,,,
1081,2025-10-10,C155,Webcam,Accessories,5,3500,Chennai,,,
1082,2025-02-08,C120,Phone,Electronics,5,30000,Chennai,,,
1083,2025-10-26,C171,Mouse,Accessories,2,800,Bangalore,,,
1084,2025-01-22,C140,Tablet,Electronics,3,22000,Kolkata,,,
1085,2025-07-03,C127,Laptop,Electronics,2,60000,Pune,,,
1086,2025-07-01,C172,Phone,Electronics,4,30000,Hyderabad,,,
1087,2025-05-02,C121,Tablet,Electronics,2,22000,Bangalore,,,
1088,2025-04-02,C143,UNKNOWN,Electronics,4,60000,Kolkata,,,
1089,2025-05-17,C121,Monitor,Electronics,1,15000,Bangalore,,,
1090,2025-08-29,C129,Laptop,Electronics,2,60000,Kolkata,,,
1091,2025-06-29,C140,Webcam,Accessories,2,3500,Mumbai,,,
1092,2025-12-04,C125,Laptop,Electronics,4,60000,Delhi,,,
1093,2025-02-05,C136,Keyboard,Accessories,3,1800,Pune,,,
1094,2025-07-24,C169,Office Chair,Furniture,3,12000,Chennai,,,
1095,2025-05-14,C123,Phone,Electronics,5,30000,Delhi,,,
1096,2025-02-25,C177,Laptop,Electronics,4,60000,Delhi,,,
1097,2025-08-12,C178,Mouse,Accessories,5,800,Chennai,,,
1098,2025-10-23,C125,Headphones,Accessories,3,2500,Chennai,,,
1099,2025-01-01,C167,Headphones,Accessories,5,2500,Pune,,,
1100,2025-07-06,C156,Monitor,Electronics,1,15000,Pune,,,
1101,2025-11-16,C141,Mouse,Accessories,1,800,Pune,,,
1102,2025-09-17,C140,Keyboard,Accessories,4,1800,Delhi,,,
1103,2025-12-23,C138,Headphones,Accessories,5,2500,Mumbai,,,
1104,2025-08-04,C149,Monitor,Electronics,2,15000,Hyderabad,,,
1105,2025-06-04,C152,Desk,Furniture,5,9000,Kolkata,,,
1106,2025-06-05,C137,Laptop,Electronics,2,60000,Bangalore,,,
1107,2025-11-07,C142,Desk,Furniture,4,9000,Bangalore,,,
1108,2025-12-12,C128,Webcam,Accessories,5,3500,Bangalore,,,
1109,2025-12-04,C111,Tablet,Electronics,3,22000,Hyderabad,,,
1110,2025-06-21,C112,Desk,Furniture,2,9000,Pune,,,
1111,2025-04-26,C126,Keyboard,Accessories,2,1800,Chennai,,,
1112,2025-05-06,C161,Laptop,Electronics,5,60000,Kolkata,,,
1113,2025-08-22,C154,Phone,Electronics,5,30000,Mumbai,,,
1114,2025-09-11,C152,Headphones,Accessories,2,2500,Mumbai,,,
1115,2025-02-24,C155,Laptop,Electronics,2,60000,Mumbai,,,
1116,2025-08-26,C107,Office Chair,Furniture,5,12000,Mumbai,,,
1117,2025-08-22,C118,Phone,Electronics,4,30000,Pune,,,
1118,2025-10-14,C177,Office Chair,Furniture,3,12000,Kolkata,,,
1119,2025-11-10,C165,Webcam,Accessories,4,3500,Kolkata,,,
1120,2025-08-17,C121,Office Chair,Furniture,4,12000,Bangalore,,,
1121,2025-05-07,C136,Keyboard,Accessories,5,1800,Bangalore,,,
1122,2025-05-21,C157,Monitor,Electronics,1,15000,Pune,,,
1123,2025-05-01,C135,Keyboard,Accessories,3,1800,Delhi,,,
1124,2025-02-11,C118,Office Chair,Furniture,2,12000,Mumbai,,,
1125,2025-12-22,C120,Headphones,Accessories,2,2500,Chennai,,,
1126,2025-07-28,C143,Headphones,Accessories,5,2500,Bangalore,,,
1127,2025-02-01,C127,Headphones,Accessories,4,2500,Bangalore,,,
1128,2025-12-23,C103,Desk,Furniture,5,9000,Bangalore,,,
1129,2025-01-04,C146,Webcam,Accessories,3,3500,Kolkata,,,
1130,2025-08-03,C169,Headphones,Accessories,5,2500,Kolkata,,,
1131,2025-04-23,C163,Desk,Furniture,2,9000,Delhi,,,
1132,2025-09-06,C104,Headphones,Accessories,4,2500,Delhi,,,
1133,2025-03-26,C160,Headphones,Accessories,2,2500,Hyderabad,,,
1134,2025-01-14,C151,Office Chair,Furniture,5,12000,Hyderabad,,,
1135,2025-02-12,C155,Laptop,Electronics,2,60000,Kolkata,,,
1136,2025-04-04,C107,Webcam,Accessories,3,3500,Bangalore,,,
1137,2025-04-19,C159,Mouse,Accessories,3,800,Delhi,,,
1138,2025-05-23,C154,Headphones,Accessories,3,2500,Kolkata,,,
1139,2025-08-29,C103,Phone,Electronics,5,30000,Chennai,,,
1140,2025-04-25,C109,Mouse,Accessories,1,800,Kolkata,,,
1141,2025-05-07,C126,Laptop,Electronics,1,60000,Hyderabad,,,
1142,2025-05-03,C117,Tablet,Electronics,4,22000,Pune,,,
1143,2025-10-16,C128,Phone,Electronics,4,30000,Pune,,,
1144,2025-07-08,C122,Keyboard,Accessories,5,1800,Hyderabad,,,
1145,2025-03-25,C140,Phone,Electronics,1,30000,Hyderabad,,,
1146,2025-06-09,C174,Laptop,Electronics,4,60000,Bangalore,,,
1147,2025-02-08,C176,Monitor,Electronics,2,15000,Chennai,,,
1148,2025-12-17,C177,Keyboard,Accessories,1,1800,Kolkata,,,
1149,2025-01-22,C145,Desk,Furniture,5,9000,Bangalore,,,
1150,2025-02-05,C165,Mouse,Accessories,3,UNKNOWN,Chennai,,,
1151,2025-09-08,C114,Headphones,Accessories,4,2500,Delhi,,,
1152,2025-12-29,C120,Webcam,Accessories,4,3500,Mumbai,,,
1153,2025-11-30,C135,Office Chair,Furniture,5,12000,Kolkata,,,
1154,2025-09-05,C160,Office Chair,Furniture,4,12000,Kolkata,,,
1155,2025-05-18,C142,Desk,Furniture,2,9000,Kolkata,,,
1156,2025-05-23,C158,Phone,Electronics,2,30000,Kolkata,,,
1157,2025-10-19,C179,Webcam,Accessories,4,3500,Delhi,,,
1158,2025-09-11,C142,Laptop,Electronics,2,60000,Bangalore,,,
1159,2025-07-01,C134,Monitor,Electronics,3,15000,Delhi,,,
1160,2025-12-26,C136,Desk,Furniture,5,9000,Chennai,,,
1161,2025-04-08,C111,Office Chair,Furniture,2,12000,Pune,,,
1162,2025-09-08,C172,Headphones,Accessories,2,2500,Pune,,,
1163,2025-11-27,C163,Webcam,Accessories,4,3500,Kolkata,,,
1164,2025-02-17,C138,Laptop,Electronics,2,60000,Bangalore,,,
1165,2025-06-06,C175,Monitor,Electronics,3,15000,Bangalore,,,
1166,2025-09-29,C145,Office Chair,Furniture,4,12000,Pune,,,
1167,2025-06-19,C146,Office Chair,Furniture,4,12000,Delhi,,,
1168,2025-05-09,C130,Keyboard,Accessories,1,1800,Pune,,,
1169,2025-06-11,C116,Monitor,Electronics,5,15000,Kolkata,,,
1170,2025-04-09,C128,Tablet,Electronics,4,22000,Delhi,,,
1171,2025-09-26,C177,Desk,Furniture,3,9000,Chennai,,,
1172,2025-06-01,C130,Monitor,Electronics,3,15000,Mumbai,,,
1173,2025-01-08,C169,Keyboard,Accessories,2,1800,Delhi,,,
1174,2025-01-28,C171,Laptop,Electronics,3,60000,Pune,,,
1175,2025-11-23,C163,Tablet,Electronics,1,22000,Kolkata,,,
1176,2025-10-21,C137,Laptop,Electronics,4,60000,Bangalore,,,
1177,2025-06-24,C124,Webcam,Accessories,1,3500,Delhi,,,
1178,2025-02-28,C109,Webcam,Accessories,4,3500,Bangalore,,,
1179,2025-10-23,C107,Phone,Electronics,2,30000,Mumbai,,,
1180,2025-06-05,C111,Desk,Furniture,2,9000,Chennai,,,
1181,2025-08-02,C178,Office Chair,Furniture,5,12000,Kolkata,,,
1182,2025-04-26,C167,Desk,Furniture,4,9000,Bangalore,,,
1183,2025-06-02,C176,Webcam,Accessories,4,3500,Delhi,,,
1184,2025-11-14,C108,Desk,Furniture,5,9000,Pune,,,
1185,2025-04-17,C128,Phone,Electronics,3,30000,Pune,,,
1186,2025-03-22,C131,Phone,Electronics,2,30000,Hyderabad,,,
1187,2025-03-22,C101,Phone,Electronics,4,30000,Bangalore,,,
1188,2025-08-29,C138,Desk,Furniture,1,9000,Mumbai,,,
1189,2025-12-28,C137,Keyboard,Accessories,4,1800,Chennai,,,
1190,2025-05-16,C176,Monitor,Electronics,2,15000,Bangalore,,,
1191,2025-10-06,C129,Phone,Electronics,2,30000,Delhi,,,
1192,2025-02-06,C108,Tablet,Electronics,2,22000,Kolkata,,,
1193,2025-11-01,C173,Keyboard,Accessories,3,1800,Bangalore,,,
1194,2025-08-28,C139,Phone,Electronics,4,30000,Delhi,,,
1195,2025-10-04,C164,Office Chair,Furniture,4,12000,Chennai,,,
1196,2025-01-21,C156,Desk,Furniture,3,9000,Hyderabad,,,
1197,2025-01-14,C112,Keyboard,Accessories,2,1800,Pune,,,
1198,2025-10-28,C103,Desk,Furniture,3,9000,Hyderabad,,,
1199,2025-03-31,C161,Laptop,Electronics,5,60000,Pune,,,
1200,2025-05-23,C124,Webcam,Accessories,5,3500,Bangalore,,,
1201,2025-02-16,C161,Webcam,Accessories,3,3500,Bangalore,,,
1202,2025-06-14,C114,Mouse,Accessories,2,800,Delhi,,,
1203,2025-12-22,C164,Headphones,Accessories,3,2500,Pune,,,
1204,2025-10-09,C105,Headphones,Accessories,4,2500,Chennai,,,
1205,2025-05-10,C142,Mouse,Accessories,1,800,Kolkata,,,
1206,2025-09-21,C101,Headphones,Accessories,5,2500,Bangalore,,,
1207,2025-01-28,C125,Headphones,Accessories,5,2500,Delhi,,,
1208,2025-09-13,C157,Desk,Furniture,1,9000,Mumbai,,,
1209,2025-10-09,C117,Keyboard,Accessories,3,1800,Bangalore,,,
1210,2025-03-04,C104,Webcam,Accessories,5,3500,Kolkata,,,
1212,2025-10-10,C153,Laptop,Electronics,1,60000,Mumbai,,,
1213,2025-08-25,C116,Phone,Electronics,2,30000,Bangalore,,,
1214,2025-09-18,C135,Keyboard,Accessories,4,1800,Kolkata,,,
1215,2025-08-30,C132,Webcam,Accessories,4,3500,Hyderabad,,,
1216,2025-07-16,C125,Tablet,Electronics,5,22000,Hyderabad,,,
1217,2025-02-05,C136,Tablet,Electronics,4,22000,Delhi,,,
1218,2025-05-17,C101,Office Chair,Furniture,3,12000,Pune,,,
1219,2025-10-28,C175,Keyboard,Accessories,4,1800,Kolkata,,,
1220,2025-08-17,C169,Tablet,Electronics,4,22000,Delhi,,,
1221,2025-10-10,C170,Mouse,Accessories,4,800,Bangalore,,,
1222,2025-04-07,C131,Mouse,Accessories,5,800,Bangalore,,,
1223,2025-07-30,C106,Monitor,Electronics,3,15000,Pune,,,
1224,2025-12-28,C149,Webcam,Accessories,4,3500,Pune,,,
1225,2025-09-11,C105,Tablet,Electronics,2,22000,Hyderabad,,,
1226,2025-06-19,C113,Desk,Furniture,4,9000,Chennai,,,
1227,2025-08-22,C102,Office Chair,Furniture,2,12000,Bangalore,,,
1228,2025-02-08,C161,Tablet,Electronics,3,22000,Delhi,,,
1229,2025-12-21,C151,Desk,Furniture,1,9000,Kolkata,,,
1230,2025-12-12,C169,Mouse,Accessories,4,800,Delhi,,,
1231,2025-10-05,C105,Webcam,Accessories,5,3500,Chennai,,,
1232,2025-11-20,C137,Monitor,Electronics,2,15000,Pune,,,
1233,2025-08-11,C113,Phone,Electronics,1,30000,Bangalore,,,
1234,2025-12-22,C139,Tablet,Electronics,1,22000,Chennai,,,
1235,2025-01-29,C138,Mouse,Accessories,3,800,Delhi,,,
1236,2025-03-16,C132,Headphones,Accessories,5,2500,Bangalore,,,
1237,2025-12-16,C124,Desk,Furniture,2,9000,Mumbai,,,
1238,2025-11-09,C149,Phone,Electronics,5,30000,Pune,,,
1239,2025-09-12,C175,Monitor,Electronics,2,15000,Mumbai,,,
1240,2025-11-23,C133,Webcam,Accessories,4,3500,Delhi,,,
1241,2025-08-27,C137,Laptop,Electronics,5,60000,Mumbai,,,
1242,2025-08-15,C145,Phone,Electronics,5,30000,Delhi,,,
1243,2025-12-20,C133,Headphones,Accessories,4,2500,Kolkata,,,
1244,2025-04-12,C150,Keyboard,Accessories,4,1800,Chennai,,,
1245,2025-07-15,C174,Monitor,Electronics,3,15000,Hyderabad,,,
1246,2025-12-25,C138,Keyboard,Accessories,1,1800,Kolkata,,,
1247,2025-05-21,C102,Headphones,Accessories,5,2500,Kolkata,,,
1248,2025-11-07,C164,Laptop,Electronics,3,60000,Kolkata,,,
1249,2025-11-07,C146,Monitor,Electronics,2,15000,Pune,,,
1250,2025-11-14,C133,Monitor,Electronics,2,15000,Pune,,,
1251,2025-11-18,C106,Phone,Electronics,3,30000,Kolkata,,,
1252,2025-01-18,C175,Webcam,Accessories,3,3500,Pune,,,
1253,2025-02-16,C138,Tablet,Electronics,3,22000,Pune,,,
1254,2025-03-31,C126,Headphones,Accessories,2,2500,Kolkata,,,
1255,2025-07-07,C168,Office Chair,Furniture,5,12000,Delhi,,,
1256,2025-05-12,C162,Tablet,Electronics,3,22000,Pune,,,
1257,2025-02-28,C160,Mouse,Accessories,1,800,Mumbai,,,
1258,2025-12-13,C151,Monitor,Electronics,5,15000,Delhi,,,
1259,2025-07-22,C102,Phone,Electronics,3,30000,Hyderabad,,,
1260,2025-08-21,C148,Phone,Electronics,3,30000,Hyderabad,,,
1261,2025-11-23,C148,Headphones,Accessories,1,2500,Pune,,,
1262,2025-08-30,C104,Monitor,Electronics,5,15000,Hyderabad,,,
1263,2025-11-09,C129,Mouse,Accessories,1,800,Pune,,,
1264,2025-12-25,C139,Webcam,Accessories,4,3500,Chennai,,,
1265,2025-01-24,C105,Tablet,Electronics,3,22000,Bangalore,,,
1266,2025-02-19,C131,Phone,Electronics,5,30000,Mumbai,,,
1267,2025-08-21,C148,Headphones,Accessories,5,2500,Bangalore,,,
1268,2025-03-21,C154,Desk,Furniture,1,9000,Kolkata,,,
1269,2025-11-12,C153,Webcam,Accessories,3,3500,Chennai,,,
1270,2025-04-22,C157,Mouse,Accessories,4,800,Mumbai,,,
1271,2025-02-20,C148,Mouse,Accessories,5,800,Pune,,,
1272,2025-02-01,C151,Mouse,Accessories,3,800,Mumbai,,,
1273,2025-08-21,C112,Phone,Electronics,2,30000,Pune,,,
1274,2025-01-11,C107,Desk,Furniture,3,9000,Mumbai,,,
1275,2025-10-17,C127,Tablet,Electronics,1,22000,Kolkata,,,
1276,2025-04-17,C176,Office Chair,Furniture,2,12000,Kolkata,,,
1277,2025-06-18,C119,Monitor,Electronics,5,15000,Chennai,,,
1278,2025-03-16,C117,Keyboard,Accessories,5,1800,Delhi,,,
1279,2025-02-26,C104,Tablet,Electronics,2,22000,Chennai,,,
1280,2025-05-02,C176,Mouse,Accessories,3,800,Chennai,,,
1281,2025-05-16,C107,Tablet,Electronics,2,22000,Pune,,,
1282,2025-09-27,C115,Headphones,Accessories,1,2500,Bangalore,,,
1283,2025-07-05,C166,Webcam,Accessories,5,3500,Chennai,,,
1284,2025-09-15,C129,Webcam,Accessories,5,3500,Chennai,,,
1285,2025-06-04,C159,Office Chair,Furniture,1,12000,Chennai,,,
1286,2025-07-25,C155,Webcam,Accessories,1,3500,Bangalore,,,
1287,2025-02-07,C111,Webcam,Accessories,3,3500,Hyderabad,,,
1288,2025-02-03,C117,Tablet,Electronics,3,22000,Hyderabad,,,
1289,2025-10-08,C142,Desk,Furniture,4,9000,Hyderabad,,,
1290,2025-05-31,C159,Office Chair,Furniture,5,12000,Hyderabad,,,
1291,2025-02-20,C115,Headphones,Accessories,5,2500,Pune,,,
1292,2025-08-09,C158,Monitor,Electronics,2,15000,Bangalore,,,
1293,2025-08-21,C152,Mouse,Accessories,4,800,Pune,,,
1294,2025-06-10,C155,Phone,Electronics,3,30000,Pune,,,
1295,2025-07-11,C120,Keyboard,Accessories,4,1800,Chennai,,,
1296,2025-02-13,C112,Phone,Electronics,4,30000,Chennai,,,
1297,2025-03-08,C172,Mouse,Accessories,1,800,Hyderabad,,,
1298,2025-10-15,C143,Office Chair,Furniture,1,12000,Bangalore,,,
1299,2025-12-07,C155,Mouse,Accessories,1,800,Delhi,,,
1300,2025-06-09,C146,Desk,Furniture,1,9000,Hyderabad,,,
1301,2025-04-19,C120,Office Chair,Furniture,2,12000,Mumbai,,,
1302,2025-06-29,C172,Phone,Electronics,3,30000,Chennai,,,
1303,2025-10-21,C129,Keyboard,Accessories,4,1800,Kolkata,,,
1304,2025-11-15,C179,Office Chair,Furniture,5,12000,Chennai,,,
1305,2025-12-03,C135,Desk,Furniture,1,9000,Mumbai,,,
1306,2025-12-26,C140,Keyboard,Accessories,3,1800,Delhi,,,
1307,2025-04-03,C119,Laptop,Electronics,5,60000,Pune,,,
1308,2025-02-05,C119,Headphones,Accessories,1,2500,Chennai,,,
1309,2025-04-21,C149,Office Chair,Furniture,4,12000,Bangalore,,,
1310,2025-03-22,C148,Mouse,Accessories,3,800,Pune,,,
1311,2025-10-18,C177,Mouse,Accessories,1,800,Chennai,,,
1312,2025-03-22,C180,Tablet,Electronics,1,22000,Pune,,,
1313,2025-05-20,C157,Phone,Electronics,4,30000,Bangalore,,,
1314,2025-08-15,C154,Desk,Furniture,3,9000,Mumbai,,,
1315,2025-02-28,C145,Office Chair,Furniture,4,12000,Chennai,,,
1316,2025-12-14,C176,Keyboard,Accessories,4,1800,Hyderabad,,,
1317,2025-01-24,C129,Keyboard,Accessories,4,1800,Hyderabad,,,
1318,2025-01-04,C127,Laptop,Electronics,3,60000,Mumbai,,,
1319,2025-05-11,C138,Tablet,Electronics,3,22000,Chennai,,,
1320,2025-09-12,C156,Laptop,Electronics,2,60000,Mumbai,,,
1321,2025-09-30,C130,Headphones,Accessories,5,2500,Hyderabad,,,
1322,2025-02-06,C151,Mouse,Accessories,1,800,Bangalore,,,
1323,2025-08-24,C110,Laptop,Electronics,3,60000,Hyderabad,,,
1324,2025-10-21,C152,Headphones,Accessories,4,2500,Delhi,,,
1325,2025-07-27,C103,Phone,Electronics,3,30000,Mumbai,,,
1326,2025-08-24,C147,Desk,Furniture,1,9000,Bangalore,,,
1327,2025-05-05,C156,Phone,Electronics,5,30000,Bangalore,,,
1328,2025-02-10,C151,Office Chair,Furniture,3,12000,Pune,,,
1329,2025-04-24,C143,Mouse,Accessories,2,800,Chennai,,,
1330,2025-11-21,C115,Office Chair,Furniture,5,12000,Hyderabad,,,
1331,2025-06-28,C145,Monitor,Electronics,2,15000,Mumbai,,,
1332,2025-03-16,C133,Phone,Electronics,2,30000,Mumbai,,,
1333,2025-03-20,C110,Desk,Furniture,2,9000,Kolkata,,,
1334,2025-08-26,C173,Webcam,Accessories,5,3500,Bangalore,,,
1335,2025-11-26,C180,Desk,Furniture,3,9000,Kolkata,,,
1336,2025-03-19,C157,Mouse,Accessories,1,800,Bangalore,,,
1337,2025-11-20,C139,Webcam,Accessories,3,3500,Hyderabad,,,
1338,2025-06-30,C165,Laptop,Electronics,1,60000,Delhi,,,
1339,2025-08-20,C105,Webcam,Accessories,1,3500,Delhi,,,
1340,2025-02-09,C112,Keyboard,Accessories,5,1800,Hyderabad,,,
1341,2025-07-16,C160,Office Chair,Furniture,5,12000,Hyderabad,,,
1342,2025-08-19,C174,Laptop,Electronics,2,60000,Delhi,,,
1343,2025-09-01,C165,Desk,Furniture,2,9000,Chennai,,,
1344,2025-02-22,C144,Webcam,Accessories,1,3500,Hyderabad,,,
1345,2025-01-21,C132,Tablet,Electronics,4,22000,Bangalore,,,
1346,2025-09-25,C179,Office Chair,Furniture,2,12000,Delhi,,,
1347,2025-05-25,C150,Mouse,Accessories,4,800,Kolkata,,,
1348,2025-12-14,C177,Mouse,Accessories,1,800,Kolkata,,,
1349,2025-02-03,C143,Mouse,Accessories,1,800,Hyderabad,,,
1350,2025-05-26,C133,Headphones,Accessories,5,2500,Kolkata,,,
1351,2025-06-20,C111,Tablet,Electronics,5,22000,Pune,,,
1352,2025-06-29,C140,Tablet,Electronics,4,22000,Mumbai,,,
1353,2025-12-29,C111,Desk,Furniture,3,9000,Hyderabad,,,
1354,2025-11-26,C143,Headphones,Accessories,2,2500,Pune,,,
1355,2025-02-17,C155,Office Chair,Furniture,5,12000,Delhi,,,
1356,2025-07-05,C140,Laptop,Electronics,2,60000,Mumbai,,,
1357,2025-09-06,C125,Mouse,Accessories,2,800,Mumbai,,,
1358,2025-02-09,C138,Tablet,Electronics,1,22000,Hyderabad,,,
1359,2025-09-27,C105,Office Chair,Furniture,3,12000,Kolkata,,,
1360,2025-03-09,C177,Desk,Furniture,4,9000,Mumbai,,,
1361,2025-04-03,C180,Tablet,Electronics,2,22000,Pune,,,
1362,2025-01-23,C153,Webcam,Accessories,3,3500,Pune,,,
1363,2025-08-16,C179,Monitor,Electronics,3,15000,Kolkata,,,
1364,2025-04-30,C169,Webcam,Accessories,2,3500,Delhi,,,
1365,2025-04-10,C148,Webcam,Accessories,5,3500,Bangalore,,,
1366,2025-05-25,C149,Webcam,Accessories,5,3500,Hyderabad,,,
1367,2025-03-24,C126,Headphones,Accessories,5,2500,Mumbai,,,
1368,2025-01-27,C162,Keyboard,Accessories,3,1800,Hyderabad,,,
1369,2025-12-31,C167,Phone,Electronics,1,30000,Delhi,,,
1370,2025-03-24,C135,Phone,Electronics,4,30000,Hyderabad,,,
1371,2025-08-12,C112,Tablet,Electronics,2,22000,Kolkata,,,
1372,2025-06-28,C104,Webcam,Accessories,4,3500,Chennai,,,
1373,2025-09-15,C148,Headphones,Accessories,2,2500,Bangalore,,,
1374,2025-07-11,C129,Phone,Electronics,1,30000,Delhi,,,
1375,2025-11-29,C143,Phone,Electronics,2,30000,Mumbai,,,
1376,2025-05-27,C161,Laptop,Electronics,2,60000,Kolkata,,,
1377,2025-08-18,C179,Webcam,Accessories,1,3500,Chennai,,,
1378,2025-05-12,C128,Laptop,Electronics,2,60000,Hyderabad,,,
1379,2025-09-28,C155,Desk,Furniture,1,9000,Kolkata,,,
1380,2025-05-02,C139,Keyboard,Accessories,1,1800,Chennai,,,
1381,2025-08-03,C180,Monitor,Electronics,4,15000,Chennai,,,
1382,2025-09-13,C177,Phone,Electronics,5,30000,Chennai,,,
